gene_name,snp_count,best_pvalue,max_risk_score,max_combined_score,min_distance,gene_id,gene_rank,ensembl_id,biotype,description,uniprot_ids,omim_ids,hgnc_id,entrez_id
HIST1H4F,1,1.49489e-08,0.0204466592980148,0.1912611662121758,5956,ENSG00000198327,1464,,,,,,,
HIST1H3F,1,1.49489e-08,0.0204466592980148,0.1912611662121758,15765,ENSG00000256316,1465,,,,,,,
HIST1H3G,1,1.49489e-08,0.0204466592980148,0.1912611662121758,36541,ENSG00000256018,1466,,,,,,,
HIST1H4D,1,1.49489e-08,0.0204466592980148,0.1912611662121758,45301,ENSG00000188987,1467,,,,,,,
HIST1H4G,1,1.49489e-08,0.0204466592980148,0.1912611662121758,12281,ENSG00000124578,1468,,,,,,,
HIST1H4E,1,1.49489e-08,0.0204466592980148,0.1912611662121758,28339,ENSG00000198518,1469,,,,,,,
HIST1H2BF,1,1.49489e-08,0.0204466592980148,0.1912611662121758,33663,ENSG00000197846,1470,,,,,,,
OCIAD1,21,4.14658e-08,0.0204631704912794,0.1912331769923259,0,ENSG00000109180,1471,,,,,,,
FRYL,18,4.14658e-08,0.0204631704912794,0.1912331769923259,39767,ENSG00000075539,1472,,,,,,,
VPS37D,8,2.52866e-08,0.0201443186318304,0.1909046238210462,46298,ENSG00000176428,1473,,,,,,,
LDHD,8,1.41234e-09,0.0198454586242854,0.190706231927092,16180,ENSG00000166816,1474,,,,,,,
ZNRF1,20,1.41234e-09,0.0198454586242854,0.190706231927092,21957,ENSG00000186187,1475,,,,,,,
UTP3,2,7.218e-09,0.0199116021474101,0.1907052186600259,26820,ENSG00000132467,1476,,,,,,,
IGJ,12,7.218e-09,0.0199116021474101,0.1907052186600259,35553,ENSG00000132465,1477,,,,,,,
ENAM,8,7.218e-09,0.0199116021474101,0.1907052186600259,30554,ENSG00000132464,1478,,,,,,,
MRPS24,5,1.17877e-08,0.0198792921368899,0.1906474656144168,36542,ENSG00000062582,1479,,,,,,,
URGCP-MRPS24,1,1.17877e-08,0.0198792921368899,0.1906474656144168,0,ENSG00000270617,1480,,,,,,,
UBE2D4,18,1.17877e-08,0.0198792921368899,0.1906474656144168,13302,ENSG00000078967,1481,,,,,,,
URGCP,26,1.17877e-08,0.0198792921368899,0.1906474656144168,0,ENSG00000106608,1482,,,,,,,
PPP1R18,4,2.35369e-10,0.0195398078713545,0.1904509038904357,36925,ENSG00000146112,1483,,,,,,,
NRM,9,2.35369e-10,0.0195398078713545,0.1904509038904357,48583,ENSG00000137404,1484,,,,,,,
ERI1,9,3.72237e-08,0.0196840523497826,0.1903805545213487,0,ENSG00000104626,1485,,,,,,,
NAPEPLD,111,1.99807e-10,0.0194316250428255,0.1903392481840542,0,ENSG00000161048,1486,,,,,,,
NDUFB2,120,2.448e-08,0.01954625831591,0.1902478591666422,13970,ENSG00000090266,1487,,,,,,,
ADCK2,20,2.448e-08,0.01954625831591,0.1902478591666422,40499,ENSG00000133597,1488,,,,,,,
TAMM41,1,5.3e-10,0.0192835699750841,0.1901321583973336,138847,ENSG00000144559,1489,,,,,,,
ADRA2A,59,1.37357e-09,0.0193424530575357,0.1901125164626444,130293,ENSG00000150594,1490,,,,,,,
MAN1B1,15,4.11282e-08,0.0194153663087452,0.1900803226111251,47762,ENSG00000177239,1491,,,,,,,
SKP2,330,1.943e-08,0.0193392372559432,0.1900304632235423,0,ENSG00000145604,1492,,,,,,,
ARMC10,42,2.74543e-10,0.0191907055009544,0.1900238369119221,10354,ENSG00000170632,1493,,,,,,,
GNAT1,5,3.78443e-08,0.019235946189714,0.1898866160502997,32512,ENSG00000114349,1494,,,,,,,
SCAPER,308,9.29351e-10,0.0188789164588307,0.1896613817868022,0,ENSG00000140386,1495,,,,,,,
LEMD2,26,4.97622e-10,0.0188073723407572,0.1896109024412449,47756,ENSG00000161904,1496,,,,,,,
TRPM5,3,3.019e-09,0.0188160423113823,0.1895388729920958,48354,ENSG00000070985,1497,,,,,,,
CAMKK2,88,1.74317e-09,0.0187805856566902,0.1895246991732485,0,ENSG00000110931,1498,,,,,,,
RP11-77K12.1,2,5.08944e-10,0.0186239182310057,0.1894079730097554,0,ENSG00000261717,1499,,,,,,,
TMEM170A,6,5.08944e-10,0.0186239182310057,0.1894079730097554,0,ENSG00000166822,1500,,,,,,,
CHST6,2,5.08944e-10,0.0186239182310057,0.1894079730097554,19615,ENSG00000183196,1501,,,,,,,
MRPS33,36,2.908e-08,0.0187666169099117,0.1893819865248391,43168,ENSG00000090263,1502,,,,,,,
OR2J1,1,1.49903e-09,0.0183868319019663,0.1890981567326734,42565,ENSG00000204702,1503,,,,,,,
RGS14,24,6.012e-09,0.0182879040435988,0.1889264314392905,42276,ENSG00000169220,1504,,,,,,,
ISL2,6,1.62465e-09,0.0181583615130772,0.1888430586749633,26007,ENSG00000159556,1505,,,,,,,
TRIO,60,5.24421e-09,0.0181015118513494,0.1887274683594481,0,ENSG00000038382,1506,,,,,,,
PRSS55,2,4.06808e-08,0.0180560173102709,0.188584703746046,49579,ENSG00000184647,1507,,,,,,,
FLOT1,26,8.42345e-09,0.017854026421289,0.1884336413472922,27165,ENSG00000137312,1508,,,,,,,
TUBB,5,8.42345e-09,0.017854026421289,0.1884336413472922,44472,ENSG00000196230,1509,,,,,,,
SPDYE1,1,1.73476e-08,0.017859010343549,0.1884064392630974,31451,ENSG00000136206,1510,,,,,,,
KIF9,11,3.2337e-08,0.0176939268324263,0.1881965691761644,26593,ENSG00000088727,1511,,,,,,,
SETD2,8,3.2337e-08,0.0176939268324263,0.1881965691761644,37466,ENSG00000181555,1512,,,,,,,
SLC39A7,4,1.75538e-09,0.0175128682567808,0.188129120291394,33923,ENSG00000112473,1513,,,,,,,
COL11A2,15,1.75538e-09,0.0175128682567808,0.188129120291394,0,ENSG00000204248,1514,,,,,,,
HSD17B8,2,1.75538e-09,0.0175128682567808,0.188129120291394,38120,ENSG00000204228,1515,,,,,,,
RXRB,7,1.75538e-09,0.0175128682567808,0.188129120291394,27066,ENSG00000204231,1516,,,,,,,
RING1,2,1.75538e-09,0.0175128682567808,0.188129120291394,41973,ENSG00000204227,1517,,,,,,,
CIT,36,1.81673e-08,0.0176488753078303,0.1881289060524445,0,ENSG00000122966,1518,,,,,,,
TMEM233,2,4.82203e-08,0.0176488753078303,0.1881289060524445,7194,ENSG00000224982,1519,,,,,,,
PRKAB1,9,4.82203e-08,0.0176488753078303,0.1881289060524445,19001,ENSG00000111725,1520,,,,,,,
DPY19L4,40,2.42148e-08,0.0175669963164359,0.1880654215697663,26384,ENSG00000156162,1521,,,,,,,
DLK1,5,1.639e-08,0.0175370151785732,0.1880546172150683,47157,ENSG00000185559,1522,,,,,,,
MESP2,3,2.1e-08,0.0175336408391035,0.1880396890578807,47222,ENSG00000188095,1523,,,,,,,
FGL1,198,1.193e-08,0.0174311978881774,0.1879521467987921,0,ENSG00000104760,1524,,,,,,,
SAR1B,11,4.71324e-08,0.0174819654618978,0.1879462358193274,49524,ENSG00000152700,1525,,,,,,,
ZSCAN12,6,2.63366e-09,0.0172450150496653,0.1878159623413682,7742,ENSG00000158691,1526,,,,,,,
RAB5C,24,2.466e-08,0.0170318007126234,0.1874800892926769,15449,ENSG00000108774,1527,,,,,,,
ZNF385C,12,2.466e-08,0.0170318007126234,0.1874800892926769,43345,ENSG00000187595,1528,,,,,,,
DHX58,24,2.466e-08,0.0170318007126234,0.1874800892926769,0,ENSG00000108771,1529,,,,,,,
KAT2A,15,2.466e-08,0.0170318007126234,0.1874800892926769,3581,ENSG00000108773,1530,,,,,,,
CTD-2132N18.3,9,2.466e-08,0.0170318007126234,0.1874800892926769,10147,ENSG00000267261,1531,,,,,,,
KCNH4,6,2.466e-08,0.0170318007126234,0.1874800892926769,47364,ENSG00000089558,1532,,,,,,,
HSPB9,3,2.466e-08,0.0170318007126234,0.1874800892926769,13211,ENSG00000197723,1533,,,,,,,
OR12D3,2,4.458e-09,0.0168884425945687,0.1873997007079338,30293,ENSG00000112462,1534,,,,,,,
OR11A1,12,4.458e-09,0.0168884425945687,0.1873997007079338,0,ENSG00000204694,1535,,,,,,,
OR10C1,4,4.458e-09,0.0168884425945687,0.1873997007079338,5302,ENSG00000206474,1536,,,,,,,
OR12D2,4,4.458e-09,0.0168884425945687,0.1873997007079338,7913,ENSG00000168787,1537,,,,,,,
ETFA,19,6.46577e-09,0.0168587966391533,0.1873502485230173,41053,ENSG00000140374,1538,,,,,,,
C15orf27,4,6.46577e-09,0.0168587966391533,0.1873502485230173,0,ENSG00000169758,1539,,,,,,,
OR2H1,14,4.69851e-09,0.0168355754066819,0.1873391370547494,10925,ENSG00000204688,1540,,,,,,,
LMBRD2,42,3.918e-08,0.0168639251366825,0.1872743754001673,32221,ENSG00000164187,1541,,,,,,,
C3orf83,4,1.54565e-08,0.0167310389662805,0.1871702046648747,3297,ENSG00000225526,1542,,,,,,,
TSEN2,9,1.54565e-08,0.0167310389662805,0.1871702046648747,0,ENSG00000154743,1543,,,,,,,
MTRF1L,150,1.3974e-08,0.0167003188078776,0.1871409559659956,41564,ENSG00000112031,1544,,,,,,,
MRGPRF,9,3.69794e-08,0.0166491099935979,0.1870405630782691,34244,ENSG00000172935,1545,,,,,,,
SETD8,8,1.55805e-08,0.0165966069329326,0.1870218858194644,20007,ENSG00000183955,1546,,,,,,,
RILPL2,1,1.55805e-08,0.0165966069329326,0.1870218858194644,0,ENSG00000150977,1547,,,,,,,
SNRNP35,6,1.55805e-08,0.0165966069329326,0.1870218858194644,28276,ENSG00000184209,1548,,,,,,,
RILPL1,3,1.55805e-08,0.0165966069329326,0.1870218858194644,42013,ENSG00000188026,1549,,,,,,,
KLHL18,4,4.5712e-08,0.0166385424110655,0.1870193400937818,8994,ENSG00000114648,1550,,,,,,,
PTPN23,6,4.5712e-08,0.0166385424110655,0.1870193400937818,25201,ENSG00000076201,1551,,,,,,,
TBC1D2B,1,8.04618e-09,0.0165086774836549,0.1869550094768551,69998,ENSG00000167202,1552,,,,,,,
MTUS1,52,1.987e-08,0.0163993908921346,0.1867938243065347,23677,ENSG00000129422,1553,,,,,,,
MAS1L,1,1.71961e-08,0.0156036234372713,0.1859245336695676,40441,ENSG00000204687,1554,,,,,,,
ACSL5,9,2.58875e-08,0.015485023500042,0.185775492118193,25095,ENSG00000197142,1555,,,,,,,
TECTB,2,2.58875e-08,0.015485023500042,0.185775492118193,43888,ENSG00000119913,1556,,,,,,,
CCDC67,66,3.04201e-08,0.0154414055823915,0.1857201856035929,41667,ENSG00000165325,1557,,,,,,,
POM121L2,2,3.84698e-08,0.0153512400918734,0.1856103260661225,17705,ENSG00000158553,1558,,,,,,,
UGT1A3,1,3.564e-08,0.0150664948141274,0.1853003894622072,48844,ENSG00000243135,1559,,,,,,,
UGT1A10,2,3.564e-08,0.0150664948141274,0.1853003894622072,0,ENSG00000242515,1560,,,,,,,
UGT1A4,2,3.564e-08,0.0150664948141274,0.1853003894622072,38514,ENSG00000244474,1561,,,,,,,
UGT1A5,1,3.564e-08,0.0150664948141274,0.1853003894622072,32728,ENSG00000240224,1562,,,,,,,
UGT1A6,8,3.564e-08,0.0150664948141274,0.1853003894622072,11343,ENSG00000167165,1563,,,,,,,
UGT1A9,1,3.564e-08,0.0150664948141274,0.1853003894622072,0,ENSG00000241119,1564,,,,,,,
UGT1A7,2,3.564e-08,0.0150664948141274,0.1853003894622072,1674,ENSG00000244122,1565,,,,,,,
UGT1A8,5,3.564e-08,0.0150664948141274,0.1853003894622072,0,ENSG00000241635,1566,,,,,,,
TRIM15,4,3.38478e-08,0.0150498502276598,0.1852844047165633,11047,ENSG00000204610,1567,,,,,,,
RAB21,4,4.28647e-08,0.0149927140571897,0.1852108340378542,0,ENSG00000080371,1568,,,,,,,
TBC1D15,10,4.28647e-08,0.0149927140571897,0.1852108340378542,49935,ENSG00000121749,1569,,,,,,,
SCAND3,8,2.96142e-19,0.0370569999898501,0.1849861259326158,9706,ENSG00000232040,1570,,,,,,,
ZSCAN23,3,4.89531e-08,0.014705545320108,0.1848887637809504,0,ENSG00000187987,1571,,,,,,,
ZKSCAN8,3,2.4372500000000003e-19,0.0372261998418752,0.0292357654053482,21468,ENSG00000198315,1572,,,,,,,
PCNXL2,22,2.16436e-08,0.0153293410019089,0.0217928719082646,32459,ENSG00000135749,1573,,,,,,,
MLK4,2,2.16436e-08,0.0153293410019089,0.0217928719082646,0,ENSG00000143674,1574,,,,,,,
ZNF717,6,1.711e-10,0.0195334999809178,0.0188328187684279,0,ENSG00000227124,1575,,,,,,,
TMEM37,4,6.862e-09,0.0163270985725596,0.0181462498083402,34974,ENSG00000171227,1576,,,,,,,
SCTR,3,6.862e-09,0.0163270985725596,0.0181462498083402,0,ENSG00000080293,1577,,,,,,,
GNAS,51,1.27e-08,0.015792392558088,0.016968048951725,0,ENSG00000087460,1578,,,,,,,
NRAP,2,2.31718e-09,0.0172700804572621,0.0140465628040989,10145,ENSG00000197893,1579,,,,,,,
HABP2,5,2.31718e-09,0.0172700804572621,0.0140465628040989,0,ENSG00000148702,1580,,,,,,,
HIST1H2AG,1,1.1079e-13,0.0259109988752587,0.0130338958492815,45497,ENSG00000196787,1581,,,,,,,
AQP10,3,3.289e-08,0.0149658722530346,0.0128844314562326,11794,ENSG00000143595,1582,,,,,,,
ATP8B2,6,3.289e-08,0.0149658722530346,0.0128844314562326,0,ENSG00000143515,1583,,,,,,,
RPS28,4,2.99089e-09,0.017048399118619,0.0122101953157825,41216,ENSG00000233927,1584,,,,,,,
MARCH2,16,2.99089e-09,0.017048399118619,0.0122101953157825,5071,ENSG00000099785,1585,,,,,,,
ANGPTL4,8,2.99089e-09,0.017048399118619,0.0122101953157825,0,ENSG00000167772,1586,,,,,,,
KANK3,2,2.99089e-09,0.017048399118619,0.0122101953157825,21294,ENSG00000186994,1587,,,,,,,
RAB11B,10,2.99089e-09,0.017048399118619,0.0122101953157825,25425,ENSG00000185236,1588,,,,,,,
NDUFA7,5,2.99089e-09,0.017048399118619,0.0122101953157825,43160,ENSG00000167774,1589,,,,,,,
CPA5,18,3.068e-09,0.0170262892894461,0.010388520571325,17142,ENSG00000158525,1590,,,,,,,
CEP41,17,3.068e-09,0.0170262892894461,0.010388520571325,7899,ENSG00000106477,1591,,,,,,,
CPA1,8,3.068e-09,0.0170262892894461,0.010388520571325,0,ENSG00000091704,1592,,,,,,,
CCR10,3,1.50145e-09,0.017646978251453,0.0082531024370439,44563,ENSG00000184451,1593,,,,,,,
CNTNAP1,4,1.50145e-09,0.017646978251453,0.0082531024370439,28666,ENSG00000108797,1594,,,,,,,
ARFGAP1,21,1.39e-10,0.0197139703994918,0.0067297788950006,36355,ENSG00000101199,1595,,,,,,,
YTHDF1,3,1.39e-10,0.0197139703994918,0.0067297788950006,20196,ENSG00000149658,1596,,,,,,,
BIRC7,2,1.39e-10,0.0197139703994918,0.0067297788950006,0,ENSG00000101197,1597,,,,,,,
NKAIN4,8,1.39e-10,0.0197139703994918,0.0067297788950006,4354,ENSG00000101198,1598,,,,,,,
FRK,1,1.30807e-10,0.0197667380291484,0.0059645489338654,102460,ENSG00000111816,1599,,,,,,,
CNTD2,10,2.7222e-08,0.0151301599407006,0.0057572681342039,30263,ENSG00000105219,1600,,,,,,,
C19orf47,9,2.7222e-08,0.0151301599407006,0.0057572681342039,47025,ENSG00000160392,1601,,,,,,,
AKT2,82,2.7222e-08,0.0151301599407006,0.0057572681342039,0,ENSG00000105221,1602,,,,,,,
TTC9B,2,3.40847e-08,0.0149348810482726,0.0052235311986121,38554,ENSG00000174521,1603,,,,,,,
MAP3K10,8,3.40847e-08,0.0149348810482726,0.0052235311986121,41378,ENSG00000130758,1604,,,,,,,
PRAM1,5,4.84886e-08,0.0146287207099727,0.0049321877110737,45968,ENSG00000133246,1605,,,,,,,
HNRNPM,16,4.84886e-08,0.0146287207099727,0.0049321877110737,679,ENSG00000099783,1606,,,,,,,
FA2H,4,1.61087e-08,0.0155858790129675,0.0032817026293575,0,ENSG00000103089,1607,,,,,,,
MLKL,8,1.61087e-08,0.0155858790129675,0.0032817026293575,22767,ENSG00000168404,1608,,,,,,,
ABT1,1,3.89413e-09,0.0168191791085388,0.0025566972889672,45390,ENSG00000146109,1609,,,,,,,
ZNF322,5,3.89413e-09,0.0168191791085388,0.0025566972889672,0,ENSG00000181315,1610,,,,,,,
GTF2IRD2,12,2.28549e-08,0.0152820413491906,0.0021260499504543,7399,ENSG00000196275,1611,,,,,,,
NCF1,16,2.28549e-08,0.0152820413491906,0.0021260499504543,0,ENSG00000158517,1612,,,,,,,
CREB3L1,14,2.19058e-08,0.0153188817635161,0.0012216853301649,376,ENSG00000157613,1613,,,,,,,
CMPK2,1,1.78991e-08,0.0154943376112089,0.0010344543923562,400281,ENSG00000134326,1614,,,,,,,
